"SalesOrderID","OrderDate","CustomerID","SalesPersonID","TerritoryID","SubTotal","TaxAmt","Freight","TotalDue"
43835,"07/30/2005",19802,NULL,6,3374.99,269.9992,84.3748,3729.364
43836,"07/30/2005",26620,NULL,6,699.0982,55.9279,17.4775,772.5036
43837,"07/30/2005",11009,NULL,9,3374.99,269.9992,84.3748,3729.364
43838,"07/31/2005",27641,NULL,4,3578.27,286.2616,89.4568,3953.9884
43839,"07/31/2005",27673,NULL,1,3578.27,286.2616,89.4568,3953.9884
43840,"07/31/2005",17957,NULL,7,699.0982,55.9279,17.4775,772.5036
43841,"07/31/2005",13406,NULL,8,3578.27,286.2616,89.4568,3953.9884
43842,"07/31/2005",16630,NULL,9,3578.27,286.2616,89.4568,3953.9884
43843,"08/01/2005",29955,275,3,32940.1556,3174.1988,991.9371,37106.2915
43844,"08/01/2005",29620,282,6,20249.94,1943.9942,607.4982,22801.4324
43845,"08/01/2005",29888,279,5,8580.0739,823.6669,257.3959,9661.1367
43846,"08/01/2005",29548,278,6,919.5201,90.6637,28.3324,1038.5162
43847,"08/01/2005",29539,278,6,908.8209,86.9292,27.1654,1022.9155
43848,"08/01/2005",29717,283,1,18269.946,1753.9148,548.0984,20571.9592
43849,"08/01/2005",29818,274,1,20544.7015,1969.9765,615.6177,23130.2957
43850,"08/01/2005",29892,282,6,10183.7952,982.9377,307.168,11473.9009
43851,"08/01/2005",29509,275,2,6783.7679,651.4975,203.593,7638.8584
43852,"08/01/2005",29855,282,6,2024.994,194.3994,60.7498,2280.1432
43853,"08/01/2005",29813,282,6,26354.922,2530.0725,790.6477,29675.6422
43854,"08/01/2005",29988,282,6,1749.588,167.9604,52.4876,1970.036
43855,"08/01/2005",29946,278,6,10993.3516,1058.7224,330.8508,12382.9248
43856,"08/01/2005",29680,282,6,2036.394,195.3874,61.0586,2292.84
43857,"08/01/2005",30074,282,6,7186.5371,689.052,215.3287,8090.9178
43858,"08/01/2005",29961,275,2,13694.3494,1317.0672,411.5835,15423.0001
43859,"08/01/2005",29865,276,4,3911.5991,375.2443,117.2639,4404.1073
43860,"08/01/2005",29773,280,1,10993.3942,1057.2843,330.4013,12381.0798
43861,"08/01/2005",29749,279,5,23401.1062,2244.4088,701.3777,26346.8927
43862,"08/01/2005",29945,279,5,31000.7804,2987.8703,933.7095,34922.3602
43863,"08/01/2005",29764,277,4,1718.8983,164.9658,51.5518,1935.4159
43864,"08/01/2005",30056,276,4,38474.3572,3703.8969,1157.4678,43335.7219
43865,"08/01/2005",30117,277,4,13196.0548,1268.2589,396.3309,14860.6446
43866,"08/01/2005",29571,280,1,4076.388,391.2268,122.2584,4589.8732
43867,"08/01/2005",29582,280,1,32673.0446,3149.2911,984.1535,36806.4892
43868,"08/01/2005",30042,282,6,2146.962,206.1084,64.4089,2417.4793
43869,"08/01/2005",30107,276,1,49193.9864,4734.607,1479.5647,55408.1581
43870,"08/01/2005",29675,275,2,4316.9864,413.6232,129.2572,4859.8668
43871,"08/01/2005",30076,281,3,9398.8972,899.949,281.2341,10580.0803
43872,"08/01/2005",30100,276,4,11584.459,1110.9858,347.1831,13042.6279
43873,"08/01/2005",29703,276,4,41250.4391,3973.725,1241.789,46465.9531
43874,"08/01/2005",29569,277,3,419.4589,40.2681,12.5838,472.3108
43875,"08/01/2005",29624,279,5,121761.9396,11871.5033,3709.8448,137343.2877
43876,"08/01/2005",30091,275,2,7135.2649,686.9474,214.6711,8036.8834
43877,"08/01/2005",29925,280,1,20628.5745,1977.1163,617.8489,23223.5397
43878,"08/01/2005",29664,275,2,4079.988,391.6788,122.3996,4594.0664
43879,"08/01/2005",29510,282,6,21718.7639,2087.8858,652.4643,24459.114
43880,"08/01/2005",29789,278,6,15479.55,1488.4458,465.1393,17433.1351
43881,"08/01/2005",30111,277,3,38816.8056,3725.7234,1164.2885,43706.8175
43882,"08/01/2005",29558,282,6,2024.994,194.3994,60.7498,2280.1432
43883,"08/01/2005",29724,275,2,18320.6894,1763.0175,550.943,20634.6499
43884,"08/01/2005",29861,277,3,115696.3313,11215.3536,3504.798,130416.4829
43885,"08/01/2005",29757,276,4,68.4,5.928,1.8525,76.1805
43886,"08/01/2005",29698,282,6,17358.0101,1664.9942,520.3107,19543.315
43887,"08/01/2005",29493,279,5,419.4589,40.2681,12.5838,472.3108
43888,"08/01/2005",29794,282,6,14432.8174,1388.4649,433.8953,16255.1776
43889,"08/01/2005",29830,278,6,2082.6748,199.3984,62.312,2344.3852
43890,"08/01/2005",29515,278,6,75191.9599,7234.307,2260.7209,84686.9878
43891,"08/01/2005",29807,282,6,32569.104,3126.3148,976.9734,36672.3922
43892,"08/01/2005",29716,281,4,16544.5461,1587.1682,495.9901,18627.7044
43893,"08/01/2005",29905,282,6,419.4589,40.2681,12.5838,472.3108
43894,"08/01/2005",30004,280,1,32492.604,3118.7048,974.5952,36585.904
43895,"08/01/2005",29742,280,1,32459.9278,3121.4886,975.4652,36556.8816
43896,"08/01/2005",29866,277,4,4345.8268,416.1227,130.0383,4891.9878
43897,"08/01/2005",29522,276,4,51235.0091,4912.9311,1535.291,57683.2312
43898,"08/01/2005",29705,278,6,50948.9161,4908.5808,1533.9315,57391.4284
43899,"08/01/2005",29906,277,3,11942.5965,1147.8551,358.7047,13449.1563
43900,"08/01/2005",29880,279,5,34628.298,3323.6782,1038.6494,38990.6256
43901,"08/01/2005",29901,276,4,22717.5954,2177.0702,680.3344,25575
43902,"08/01/2005",29507,279,5,52803.4477,5091.7865,1591.1833,59486.4175
43903,"08/01/2005",29968,279,5,20.1865,1.6149,0.5047,22.3061
43904,"08/01/2005",30095,277,4,11361.2706,1093.5814,341.7442,12796.5962
43905,"08/01/2005",29846,279,5,9880.2666,950.9438,297.1699,11128.3803
43906,"08/01/2005",29523,277,4,32971.323,3162.1366,988.1677,37121.6273
43907,"08/01/2005",29791,275,2,14660.3024,1407.7759,439.93,16508.0083
43908,"08/01/2005",29731,275,2,2561.5408,246.3213,76.9754,2884.8375
43909,"08/01/2005",29787,283,1,25493.3215,2461.1244,769.1014,28723.5473
43910,"08/01/2005",29963,279,5,19411.9336,1867.3968,583.5615,21862.8919
43911,"08/01/2005",29617,280,1,19734.8665,1896.6545,592.7045,22224.2255
43912,"08/01/2005",29853,276,4,13078.2699,1258.9537,393.423,14730.6466
43913,"08/01/2005",29774,277,4,36724.0974,3522.2975,1100.718,41347.1129
43914,"08/01/2005",29521,281,1,8152.776,782.4537,244.5168,9179.7465
43915,"08/01/2005",29688,275,3,4049.988,388.7988,121.4996,4560.2864
43916,"08/01/2005",29511,276,3,39450.7884,3788.8057,1184.0018,44423.5959
43917,"08/01/2005",29885,283,1,21356.1593,2050.8186,640.8808,24047.8587
43918,"08/01/2005",22041,NULL,6,3578.27,286.2616,89.4568,3953.9884
43919,"08/01/2005",12124,NULL,7,3578.27,286.2616,89.4568,3953.9884
43920,"08/01/2005",28066,NULL,4,3578.27,286.2616,89.4568,3953.9884
43921,"08/01/2005",16743,NULL,9,3578.27,286.2616,89.4568,3953.9884
43922,"08/01/2005",13546,NULL,8,3578.27,286.2616,89.4568,3953.9884
43923,"08/02/2005",28018,NULL,4,3578.27,286.2616,89.4568,3953.9884
43924,"08/02/2005",12132,NULL,7,3578.27,286.2616,89.4568,3953.9884
43925,"08/02/2005",16661,NULL,9,3578.27,286.2616,89.4568,3953.9884
43926,"08/03/2005",11055,NULL,9,3374.99,269.9992,84.3748,3729.364
43927,"08/03/2005",16662,NULL,9,3578.27,286.2616,89.4568,3953.9884
43928,"08/03/2005",16740,NULL,9,3578.27,286.2616,89.4568,3953.9884
43929,"08/03/2005",25270,NULL,9,699.0982,55.9279,17.4775,772.5036
43930,"08/04/2005",28038,NULL,4,3578.27,286.2616,89.4568,3953.9884
43931,"08/04/2005",13548,NULL,8,3578.27,286.2616,89.4568,3953.9884
43932,"08/04/2005",16741,NULL,9,3578.27,286.2616,89.4568,3953.9884
43933,"08/04/2005",11031,NULL,9,3399.99,271.9992,84.9998,3756.989
43934,"08/04/2005",11034,NULL,9,3399.99,271.9992,84.9998,3756.989
43935,"08/05/2005",20048,NULL,10,699.0982,55.9279,17.4775,772.5036
43936,"08/05/2005",28065,NULL,4,3578.27,286.2616,89.4568,3953.9884
43937,"08/05/2005",17047,NULL,9,3578.27,286.2616,89.4568,3953.9884
43938,"08/05/2005",16686,NULL,9,3578.27,286.2616,89.4568,3953.9884
43939,"08/05/2005",16659,NULL,9,3578.27,286.2616,89.4568,3953.9884
43940,"08/05/2005",25294,NULL,9,699.0982,55.9279,17.4775,772.5036
43941,"08/06/2005",13600,NULL,10,3578.27,286.2616,89.4568,3953.9884
43942,"08/06/2005",17051,NULL,9,3578.27,286.2616,89.4568,3953.9884
43943,"08/06/2005",14565,NULL,4,699.0982,55.9279,17.4775,772.5036
43944,"08/06/2005",11054,NULL,9,3399.99,271.9992,84.9998,3756.989
43945,"08/06/2005",16675,NULL,9,3578.27,286.2616,89.4568,3953.9884
43946,"08/06/2005",16687,NULL,9,3578.27,286.2616,89.4568,3953.9884
43947,"08/06/2005",16712,NULL,9,3578.27,286.2616,89.4568,3953.9884
43948,"08/06/2005",11047,NULL,9,3399.99,271.9992,84.9998,3756.989
43949,"08/07/2005",27726,NULL,4,3578.27,286.2616,89.4568,3953.9884
43950,"08/07/2005",28014,NULL,4,3578.27,286.2616,89.4568,3953.9884
43951,"08/07/2005",16696,NULL,9,3578.27,286.2616,89.4568,3953.9884
43952,"08/07/2005",16639,NULL,9,3578.27,286.2616,89.4568,3953.9884
43953,"08/08/2005",20049,NULL,10,699.0982,55.9279,17.4775,772.5036
43954,"08/08/2005",13602,NULL,10,3578.27,286.2616,89.4568,3953.9884
43955,"08/08/2005",13661,NULL,10,3578.27,286.2616,89.4568,3953.9884
43956,"08/08/2005",11030,NULL,9,3399.99,271.9992,84.9998,3756.989
43957,"08/09/2005",28068,NULL,4,3578.27,286.2616,89.4568,3953.9884
43958,"08/09/2005",16658,NULL,9,3578.27,286.2616,89.4568,3953.9884
43959,"08/09/2005",11035,NULL,9,3374.99,269.9992,84.3748,3729.364
43960,"08/09/2005",11046,NULL,9,3374.99,269.9992,84.3748,3729.364
43961,"08/10/2005",28031,NULL,4,3578.27,286.2616,89.4568,3953.9884
43962,"08/10/2005",28076,NULL,4,3578.27,286.2616,89.4568,3953.9884
43963,"08/10/2005",16685,NULL,9,3578.27,286.2616,89.4568,3953.9884
43964,"08/10/2005",16745,NULL,9,3578.27,286.2616,89.4568,3953.9884
43965,"08/10/2005",11038,NULL,9,3374.99,269.9992,84.3748,3729.364
43966,"08/10/2005",11039,NULL,9,3399.99,271.9992,84.9998,3756.989
43967,"08/11/2005",28040,NULL,1,3578.27,286.2616,89.4568,3953.9884
43968,"08/11/2005",28067,NULL,4,3578.27,286.2616,89.4568,3953.9884
43969,"08/11/2005",28071,NULL,4,3578.27,286.2616,89.4568,3953.9884
43970,"08/11/2005",16684,NULL,9,3578.27,286.2616,89.4568,3953.9884
43971,"08/11/2005",16657,NULL,9,3578.27,286.2616,89.4568,3953.9884
43972,"08/12/2005",21939,NULL,6,3578.27,286.2616,89.4568,3953.9884
43973,"08/12/2005",28039,NULL,4,3578.27,286.2616,89.4568,3953.9884
43974,"08/12/2005",13687,NULL,10,3578.27,286.2616,89.4568,3953.9884
43975,"08/12/2005",13540,NULL,8,3578.27,286.2616,89.4568,3953.9884
43976,"08/12/2005",28063,NULL,4,3578.27,286.2616,89.4568,3953.9884
43977,"08/12/2005",16703,NULL,9,3578.27,286.2616,89.4568,3953.9884
43978,"08/13/2005",28030,NULL,1,3578.27,286.2616,89.4568,3953.9884
43979,"08/13/2005",14576,NULL,1,699.0982,55.9279,17.4775,772.5036
43980,"08/13/2005",11048,NULL,9,3374.99,269.9992,84.3748,3729.364
43981,"08/13/2005",16664,NULL,9,3578.27,286.2616,89.4568,3953.9884
43982,"08/13/2005",25271,NULL,9,699.0982,55.9279,17.4775,772.5036
43983,"08/14/2005",28017,NULL,1,3578.27,286.2616,89.4568,3953.9884
43984,"08/14/2005",13545,NULL,8,3578.27,286.2616,89.4568,3953.9884
43985,"08/14/2005",13515,NULL,8,3578.27,286.2616,89.4568,3953.9884
43986,"08/14/2005",28070,NULL,4,3578.27,286.2616,89.4568,3953.9884
43987,"08/15/2005",28042,NULL,4,3578.27,286.2616,89.4568,3953.9884
43988,"08/15/2005",11244,NULL,10,3399.99,271.9992,84.9998,3756.989
43989,"08/15/2005",28083,NULL,4,3578.27,286.2616,89.4568,3953.9884
43990,"08/15/2005",25872,NULL,1,3399.99,271.9992,84.9998,3756.989
43991,"08/15/2005",16660,NULL,9,3578.27,286.2616,89.4568,3953.9884
43992,"08/15/2005",16638,NULL,9,3578.27,286.2616,89.4568,3953.9884
43993,"08/17/2005",16929,NULL,9,3578.27,286.2616,89.4568,3953.9884
43994,"08/18/2005",27681,NULL,4,3578.27,286.2616,89.4568,3953.9884
43995,"08/18/2005",21813,NULL,6,3578.27,286.2616,89.4568,3953.9884
43996,"08/18/2005",27920,NULL,4,3578.27,286.2616,89.4568,3953.9884
43997,"08/18/2005",28022,NULL,4,3578.27,286.2616,89.4568,3953.9884
43998,"08/18/2005",11033,NULL,9,3374.99,269.9992,84.3748,3729.364
43999,"08/18/2005",28047,NULL,1,3578.27,286.2616,89.4568,3953.9884
44000,"08/19/2005",27918,NULL,4,3578.27,286.2616,89.4568,3953.9884
